url,name,ingredient
http://www.pbs.org/food/recipes/red-pepper-pesto-pasta-shrimp,red pepper pesto pasta with shrimp,1 tablespoon olive oil  
http://www.pbs.org/food/recipes/red-pepper-pesto-pasta-shrimp,red pepper pesto pasta with shrimp,"1 pound shrimp, peeled and deveined   "
http://www.pbs.org/food/recipes/red-pepper-pesto-pasta-shrimp,red pepper pesto pasta with shrimp,salt and pepper
http://www.pbs.org/food/recipes/sweet-potato-shepherds-pie,sweet potato shepherd’s pie,sweet potato topping:  
http://www.pbs.org/food/recipes/sweet-potato-shepherds-pie,sweet potato shepherd’s pie,1 large sweet potato 
http://www.pbs.org/food/recipes/sweet-potato-shepherds-pie,sweet potato shepherd’s pie,"2 tablespoon unsalted butter, cubed "
http://www.pbs.org/food/recipes/sweet-potato-shepherds-pie,sweet potato shepherd’s pie,pinch of salt 
http://www.pbs.org/food/recipes/sweet-potato-shepherds-pie,sweet potato shepherd’s pie,pinch of black pepper
http://www.pbs.org/food/recipes/sweet-potato-shepherds-pie,sweet potato shepherd’s pie,
http://www.pbs.org/food/recipes/sweet-potato-shepherds-pie,sweet potato shepherd’s pie,filling:  
http://www.pbs.org/food/recipes/sweet-potato-shepherds-pie,sweet potato shepherd’s pie,1 teaspoon olive oil  
http://www.pbs.org/food/recipes/sweet-potato-shepherds-pie,sweet potato shepherd’s pie,"1/2 yellow onion, diced "
http://www.pbs.org/food/recipes/sweet-potato-shepherds-pie,sweet potato shepherd’s pie,1 pound ground chicken or turkey  
http://www.pbs.org/food/recipes/sweet-potato-shepherds-pie,sweet potato shepherd’s pie,"2 cloves of garlic, minced "
http://www.pbs.org/food/recipes/sweet-potato-shepherds-pie,sweet potato shepherd’s pie,3 tablespoon tomato paste 
http://www.pbs.org/food/recipes/sweet-potato-shepherds-pie,sweet potato shepherd’s pie,1/2 teaspoon salt  
http://www.pbs.org/food/recipes/sweet-potato-shepherds-pie,sweet potato shepherd’s pie,pinch of crushed red pepper 
http://www.pbs.org/food/recipes/sweet-potato-shepherds-pie,sweet potato shepherd’s pie,1 tablespoon worcestershire sauce 
http://www.pbs.org/food/recipes/sweet-potato-shepherds-pie,sweet potato shepherd’s pie,1 teaspoon fresh thyme leaves 
http://www.pbs.org/food/recipes/sweet-potato-shepherds-pie,sweet potato shepherd’s pie,1/4 cup minced kale leaves 
http://www.pbs.org/food/recipes/sweet-potato-shepherds-pie,sweet potato shepherd’s pie,1/4 cup frozen peas 
http://www.pbs.org/food/recipes/peanut-butter-jelly-muffins,peanut butter jelly muffins,13.2 ounces all-purpose flour (about 3 cups)
http://www.pbs.org/food/recipes/peanut-butter-jelly-muffins,peanut butter jelly muffins,1 teaspoon baking soda
http://www.pbs.org/food/recipes/peanut-butter-jelly-muffins,peanut butter jelly muffins,1/4 teaspoon salt 
http://www.pbs.org/food/recipes/peanut-butter-jelly-muffins,peanut butter jelly muffins,2 large eggs
http://www.pbs.org/food/recipes/peanut-butter-jelly-muffins,peanut butter jelly muffins,1 1/2 cups plain yogurt
http://www.pbs.org/food/recipes/peanut-butter-jelly-muffins,peanut butter jelly muffins,1/2 cup peanut butter
http://www.pbs.org/food/recipes/peanut-butter-jelly-muffins,peanut butter jelly muffins,4 tablespoons unsalted butter
http://www.pbs.org/food/recipes/peanut-butter-jelly-muffins,peanut butter jelly muffins,1/4 cup maple syrup
http://www.pbs.org/food/recipes/peanut-butter-jelly-muffins,peanut butter jelly muffins,1 teaspoon vanilla extract
http://www.pbs.org/food/recipes/peanut-butter-jelly-muffins,peanut butter jelly muffins,1/2 cup strawberry jam or jelly
http://www.pbs.org/food/recipes/spicy-braised-turkey-meatballs,spicy braised turkey meatballs,meatballs:  
http://www.pbs.org/food/recipes/spicy-braised-turkey-meatballs,spicy braised turkey meatballs,"1/2 yellow onion, diced "
http://www.pbs.org/food/recipes/spicy-braised-turkey-meatballs,spicy braised turkey meatballs,"2 garlic cloves, minced "
http://www.pbs.org/food/recipes/spicy-braised-turkey-meatballs,spicy braised turkey meatballs,2 tablespoons minced italian parsley 
http://www.pbs.org/food/recipes/spicy-braised-turkey-meatballs,spicy braised turkey meatballs,1 pound ground turkey  
http://www.pbs.org/food/recipes/spicy-braised-turkey-meatballs,spicy braised turkey meatballs,1 large egg yolk  
http://www.pbs.org/food/recipes/spicy-braised-turkey-meatballs,spicy braised turkey meatballs,1 teaspoon salt  
http://www.pbs.org/food/recipes/spicy-braised-turkey-meatballs,spicy braised turkey meatballs,1/2 teaspoon crushed red pepper  
http://www.pbs.org/food/recipes/spicy-braised-turkey-meatballs,spicy braised turkey meatballs,"oil, for searing the meatballs  "
http://www.pbs.org/food/recipes/spicy-braised-turkey-meatballs,spicy braised turkey meatballs,
http://www.pbs.org/food/recipes/spicy-braised-turkey-meatballs,spicy braised turkey meatballs,sauce:  
http://www.pbs.org/food/recipes/spicy-braised-turkey-meatballs,spicy braised turkey meatballs,"1/2 yellow onion, diced "
http://www.pbs.org/food/recipes/spicy-braised-turkey-meatballs,spicy braised turkey meatballs,"2 garlic cloves, chopped "
http://www.pbs.org/food/recipes/spicy-braised-turkey-meatballs,spicy braised turkey meatballs,1 (24-ounce) can of crushed tomatoes 
http://www.pbs.org/food/recipes/spicy-braised-turkey-meatballs,spicy braised turkey meatballs,1 teaspoon dried italian herb blend  
http://www.pbs.org/food/recipes/spicy-braised-turkey-meatballs,spicy braised turkey meatballs,1/2 teaspoon crushed red pepper  
http://www.pbs.org/food/recipes/spicy-braised-turkey-meatballs,spicy braised turkey meatballs,"italian parsley, as garnish"
http://www.pbs.org/food/recipes/breakfast-citrus-salad,breakfast citrus salad,dressing:  
http://www.pbs.org/food/recipes/breakfast-citrus-salad,breakfast citrus salad,juice from 1 lime 
http://www.pbs.org/food/recipes/breakfast-citrus-salad,breakfast citrus salad,2 tablespoons olive oil  
http://www.pbs.org/food/recipes/breakfast-citrus-salad,breakfast citrus salad,salt 
http://www.pbs.org/food/recipes/breakfast-citrus-salad,breakfast citrus salad,black pepper  
http://www.pbs.org/food/recipes/breakfast-citrus-salad,breakfast citrus salad,
http://www.pbs.org/food/recipes/breakfast-citrus-salad,breakfast citrus salad,salad:  
http://www.pbs.org/food/recipes/breakfast-citrus-salad,breakfast citrus salad,3 cups arugula  
http://www.pbs.org/food/recipes/breakfast-citrus-salad,breakfast citrus salad,"1 blood orange or cara cara orange, segmented "
http://www.pbs.org/food/recipes/breakfast-citrus-salad,breakfast citrus salad,"2 slices of cooked bacon, diced  "
http://www.pbs.org/food/recipes/breakfast-citrus-salad,breakfast citrus salad,2 to 3 poached eggs or boiled eggs  
http://www.pbs.org/food/recipes/breakfast-citrus-salad,breakfast citrus salad,"1/2 avocado, sliced "
http://www.pbs.org/food/recipes/ms-lillies-kill-hungry-macaroni,ms. lillie’s “kill hungry” macaroni,1 tablespoon vegetable oil
http://www.pbs.org/food/recipes/ms-lillies-kill-hungry-macaroni,ms. lillie’s “kill hungry” macaroni,1 pound 80 percent lean ground beef
http://www.pbs.org/food/recipes/ms-lillies-kill-hungry-macaroni,ms. lillie’s “kill hungry” macaroni,"1 large white onion, peeled, cut in half and thinly sliced"
http://www.pbs.org/food/recipes/ms-lillies-kill-hungry-macaroni,ms. lillie’s “kill hungry” macaroni,1 teaspoon salt
http://www.pbs.org/food/recipes/ms-lillies-kill-hungry-macaroni,ms. lillie’s “kill hungry” macaroni,1⁄2 teaspoon freshly ground black pepper
http://www.pbs.org/food/recipes/ms-lillies-kill-hungry-macaroni,ms. lillie’s “kill hungry” macaroni,1 28­ounce can whole tomatoes
http://www.pbs.org/food/recipes/ms-lillies-kill-hungry-macaroni,ms. lillie’s “kill hungry” macaroni,2 tablespoons tomato paste or ketchup
http://www.pbs.org/food/recipes/ms-lillies-kill-hungry-macaroni,ms. lillie’s “kill hungry” macaroni,1 pound elbow macaroni or your favorite small tubular pasta
http://www.pbs.org/food/recipes/cobb-salad-wrap,cobb salad wrap,for salad
http://www.pbs.org/food/recipes/cobb-salad-wrap,cobb salad wrap,1 head butter lettuce 
http://www.pbs.org/food/recipes/cobb-salad-wrap,cobb salad wrap,7 ounces chicken tenders
http://www.pbs.org/food/recipes/cobb-salad-wrap,cobb salad wrap,"6 slices crisped bacon, crumbled"
http://www.pbs.org/food/recipes/cobb-salad-wrap,cobb salad wrap,"3 hard boiled eggs, white and yolk chopped separately"
http://www.pbs.org/food/recipes/cobb-salad-wrap,cobb salad wrap,"2 ounces blue cheese, crumbled"
http://www.pbs.org/food/recipes/cobb-salad-wrap,cobb salad wrap,"1 avocado, chopped and drizzled with lemon juice"
http://www.pbs.org/food/recipes/cobb-salad-wrap,cobb salad wrap,4.3 ounces cherry tomatoes
http://www.pbs.org/food/recipes/cobb-salad-wrap,cobb salad wrap,"5 grams chives, about 14 sprigs finely chopped"
http://www.pbs.org/food/recipes/cobb-salad-wrap,cobb salad wrap,
http://www.pbs.org/food/recipes/cobb-salad-wrap,cobb salad wrap,for dressing
http://www.pbs.org/food/recipes/cobb-salad-wrap,cobb salad wrap,1/4 cup olive oil
http://www.pbs.org/food/recipes/cobb-salad-wrap,cobb salad wrap,2 tablespoons red wine vinegar
http://www.pbs.org/food/recipes/cobb-salad-wrap,cobb salad wrap,2 teaspoon dijon mustard
http://www.pbs.org/food/recipes/cobb-salad-wrap,cobb salad wrap,2 teaspoons lemon juice
http://www.pbs.org/food/recipes/cobb-salad-wrap,cobb salad wrap,1/2 teaspoon salt
http://www.pbs.org/food/recipes/cobb-salad-wrap,cobb salad wrap,1/8 teaspoon grated garlic
http://www.pbs.org/food/recipes/cobb-salad-wrap,cobb salad wrap,"black pepper, to taste"
http://www.pbs.org/food/recipes/marbled-cheesecake-brownies,marbled cheesecake brownies,brownies: 
http://www.pbs.org/food/recipes/marbled-cheesecake-brownies,marbled cheesecake brownies,1/4 cup unsalted butter
http://www.pbs.org/food/recipes/marbled-cheesecake-brownies,marbled cheesecake brownies,6 ounces semi-sweet chocolate chips
http://www.pbs.org/food/recipes/marbled-cheesecake-brownies,marbled cheesecake brownies,3 large eggs
http://www.pbs.org/food/recipes/marbled-cheesecake-brownies,marbled cheesecake brownies,1/2 cup white granulated sugar
http://www.pbs.org/food/recipes/marbled-cheesecake-brownies,marbled cheesecake brownies,1/4 cup light brown sugar
http://www.pbs.org/food/recipes/marbled-cheesecake-brownies,marbled cheesecake brownies,1/4 teaspoon salt
http://www.pbs.org/food/recipes/marbled-cheesecake-brownies,marbled cheesecake brownies,1/2 cup all-purpose flour
http://www.pbs.org/food/recipes/marbled-cheesecake-brownies,marbled cheesecake brownies,cream cheese mixture: 
http://www.pbs.org/food/recipes/marbled-cheesecake-brownies,marbled cheesecake brownies,"4 ounces cream cheese, at room temperature"
http://www.pbs.org/food/recipes/marbled-cheesecake-brownies,marbled cheesecake brownies,1/4 cup sugar
http://www.pbs.org/food/recipes/marbled-cheesecake-brownies,marbled cheesecake brownies,1 large egg yolk
http://www.pbs.org/food/recipes/marbled-cheesecake-brownies,marbled cheesecake brownies,1/4 teaspoon pure vanilla extract
http://www.pbs.org/food/recipes/cranberry-apple-baked-oatmeal,cranberry and apple baked oatmeal,apple mixture: 
http://www.pbs.org/food/recipes/cranberry-apple-baked-oatmeal,cranberry and apple baked oatmeal,1 tablespoon unsalted butter 
http://www.pbs.org/food/recipes/cranberry-apple-baked-oatmeal,cranberry and apple baked oatmeal,"1 apple, peeled and diced  "
http://www.pbs.org/food/recipes/cranberry-apple-baked-oatmeal,cranberry and apple baked oatmeal,1 tablespoon brown sugar  
http://www.pbs.org/food/recipes/cranberry-apple-baked-oatmeal,cranberry and apple baked oatmeal,1teaspoon ground cinnamon 
http://www.pbs.org/food/recipes/cranberry-apple-baked-oatmeal,cranberry and apple baked oatmeal,1/4 teaspoon ground nutmeg 
http://www.pbs.org/food/recipes/cranberry-apple-baked-oatmeal,cranberry and apple baked oatmeal,oatmeal: 
http://www.pbs.org/food/recipes/cranberry-apple-baked-oatmeal,cranberry and apple baked oatmeal,2 cups rolled oats
http://www.pbs.org/food/recipes/cranberry-apple-baked-oatmeal,cranberry and apple baked oatmeal,1/2 cup slivered almonds + a handful more for the top  
http://www.pbs.org/food/recipes/cranberry-apple-baked-oatmeal,cranberry and apple baked oatmeal,1/2 cup brown sugar
http://www.pbs.org/food/recipes/cranberry-apple-baked-oatmeal,cranberry and apple baked oatmeal,1/2 teaspoon salt
http://www.pbs.org/food/recipes/cranberry-apple-baked-oatmeal,cranberry and apple baked oatmeal,1 teaspoon baking powder
http://www.pbs.org/food/recipes/cranberry-apple-baked-oatmeal,cranberry and apple baked oatmeal,2 cups whole milk or almond milk 
http://www.pbs.org/food/recipes/cranberry-apple-baked-oatmeal,cranberry and apple baked oatmeal,1 large egg
http://www.pbs.org/food/recipes/cranberry-apple-baked-oatmeal,cranberry and apple baked oatmeal,"3 tablespoons unsalted butter, melted and slightly cooled"
http://www.pbs.org/food/recipes/cranberry-apple-baked-oatmeal,cranberry and apple baked oatmeal,1 teaspoon vanilla extract 
http://www.pbs.org/food/recipes/cranberry-apple-baked-oatmeal,cranberry and apple baked oatmeal,1 cup fresh cranberries  
http://www.pbs.org/food/recipes/carrot-ginger-turmeric-soup,carrot ginger turmeric soup,1 tablespoon olive oil
http://www.pbs.org/food/recipes/carrot-ginger-turmeric-soup,carrot ginger turmeric soup,11 ounces carrots (about 3 large carrots)
http://www.pbs.org/food/recipes/carrot-ginger-turmeric-soup,carrot ginger turmeric soup,"6 ounces onion (~1 small onion, finely chopped) (~1 small onion, finely chopped)"
http://www.pbs.org/food/recipes/carrot-ginger-turmeric-soup,carrot ginger turmeric soup,.7 ounces ginger  (finely minced)
http://www.pbs.org/food/recipes/carrot-ginger-turmeric-soup,carrot ginger turmeric soup,1 teaspoon salt
http://www.pbs.org/food/recipes/carrot-ginger-turmeric-soup,carrot ginger turmeric soup,2 1/2 cups water
http://www.pbs.org/food/recipes/carrot-ginger-turmeric-soup,carrot ginger turmeric soup,1/2 teaspoon turmeric
http://www.pbs.org/food/recipes/french-onion-mac-n-cheese,french onion mac n’ cheese,olive oil  
http://www.pbs.org/food/recipes/french-onion-mac-n-cheese,french onion mac n’ cheese,"2 yellow onions, peeled and sliced  "
http://www.pbs.org/food/recipes/french-onion-mac-n-cheese,french onion mac n’ cheese,1 pound uncooked elbow macaroni 
http://www.pbs.org/food/recipes/french-onion-mac-n-cheese,french onion mac n’ cheese,5 tablespoons unsalted butter 
http://www.pbs.org/food/recipes/french-onion-mac-n-cheese,french onion mac n’ cheese,5 tablespoons all-purpose flour 
http://www.pbs.org/food/recipes/french-onion-mac-n-cheese,french onion mac n’ cheese,2 1/2 whole milk 
http://www.pbs.org/food/recipes/french-onion-mac-n-cheese,french onion mac n’ cheese,"6 ounces gruyere cheese, grated  "
http://www.pbs.org/food/recipes/french-onion-mac-n-cheese,french onion mac n’ cheese,salt to taste 
http://www.pbs.org/food/recipes/french-onion-mac-n-cheese,french onion mac n’ cheese,freshly ground pepper  
http://www.pbs.org/food/recipes/classic-strawberry-shortcake,classic strawberry shortcake,for the berries:
http://www.pbs.org/food/recipes/classic-strawberry-shortcake,classic strawberry shortcake,"2 pints fresh strawberries, rinsed and hulled"
http://www.pbs.org/food/recipes/classic-strawberry-shortcake,classic strawberry shortcake,juice of 1 lemon
http://www.pbs.org/food/recipes/classic-strawberry-shortcake,classic strawberry shortcake,1/4 cup sugar
http://www.pbs.org/food/recipes/classic-strawberry-shortcake,classic strawberry shortcake,for the biscuits:
http://www.pbs.org/food/recipes/classic-strawberry-shortcake,classic strawberry shortcake,"3 cups all-purpose flour, plus more for dusting "
http://www.pbs.org/food/recipes/classic-strawberry-shortcake,classic strawberry shortcake,1/2 cup plus 2 tablespoons granulated sugar 
http://www.pbs.org/food/recipes/classic-strawberry-shortcake,classic strawberry shortcake,1 tablespoon plus 1 1/2 teaspoons baking powder 
http://www.pbs.org/food/recipes/classic-strawberry-shortcake,classic strawberry shortcake,3/4 teaspoon salt 
http://www.pbs.org/food/recipes/classic-strawberry-shortcake,classic strawberry shortcake,"9 tablespoons cold unsalted butter, cut into small pieces "
http://www.pbs.org/food/recipes/classic-strawberry-shortcake,classic strawberry shortcake,1 1/4 cups plus 1 tablespoon heavy cream 
http://www.pbs.org/food/recipes/classic-strawberry-shortcake,classic strawberry shortcake,2 large eggs 
http://www.pbs.org/food/recipes/classic-strawberry-shortcake,classic strawberry shortcake,6 tablespoons coarse sanding sugar 
http://www.pbs.org/food/recipes/classic-strawberry-shortcake,classic strawberry shortcake,for serving:
http://www.pbs.org/food/recipes/classic-strawberry-shortcake,classic strawberry shortcake,1/2 cup cold heavy cream
http://www.pbs.org/food/recipes/montgomery-pie,montgomery pie,for the crust:
http://www.pbs.org/food/recipes/montgomery-pie,montgomery pie,"unbleached all-purpose flour, for work surface"
http://www.pbs.org/food/recipes/montgomery-pie,montgomery pie,1/2 recipe pate brisee (recipe follows)
http://www.pbs.org/food/recipes/montgomery-pie,montgomery pie,for the bottom layer:
http://www.pbs.org/food/recipes/montgomery-pie,montgomery pie,1/2 cup light-brown sugar
http://www.pbs.org/food/recipes/montgomery-pie,montgomery pie,1 tablespoon unbleached all-purpose flour
http://www.pbs.org/food/recipes/montgomery-pie,montgomery pie,"1 large egg, room temperature"
http://www.pbs.org/food/recipes/montgomery-pie,montgomery pie,1/2 cup molasses (not blackstrap)
http://www.pbs.org/food/recipes/montgomery-pie,montgomery pie,zest and juice of 1 lemon
http://www.pbs.org/food/recipes/montgomery-pie,montgomery pie,1/2 cup cold water
http://www.pbs.org/food/recipes/montgomery-pie,montgomery pie,for the top layer:
http://www.pbs.org/food/recipes/montgomery-pie,montgomery pie,"4 tablespoons unsalted butter, room temperature"
http://www.pbs.org/food/recipes/montgomery-pie,montgomery pie,1 cup sugar
http://www.pbs.org/food/recipes/montgomery-pie,montgomery pie,1 teaspoon pure vanilla extract 
http://www.pbs.org/food/recipes/montgomery-pie,montgomery pie,"1 large egg, room temperature"
http://www.pbs.org/food/recipes/montgomery-pie,montgomery pie,"1 1/4 cups unbleached all-purpose flour, sifted"
http://www.pbs.org/food/recipes/montgomery-pie,montgomery pie,1/2 teaspoon baking soda
http://www.pbs.org/food/recipes/montgomery-pie,montgomery pie,1/2 cup buttermilk
http://www.pbs.org/food/recipes/montgomery-pie,montgomery pie,to finish:
http://www.pbs.org/food/recipes/montgomery-pie,montgomery pie,"whipped cream, for serving (optional)"
http://www.pbs.org/food/recipes/pan-roasted-chicken-one,pan roast chicken for one,"1 chicken breast (skin on), or 2 chicken thighs (skin on)"
http://www.pbs.org/food/recipes/pan-roasted-chicken-one,pan roast chicken for one,1 teaspoon salt
http://www.pbs.org/food/recipes/pan-roasted-chicken-one,pan roast chicken for one,2 sprigs rosemary (roughly chopped)
http://www.pbs.org/food/recipes/pan-roasted-chicken-one,pan roast chicken for one,1 large clove garlic sliced thin
http://www.pbs.org/food/recipes/pan-roasted-chicken-one,pan roast chicken for one,1/2 small onion sliced
http://www.pbs.org/food/recipes/pan-roasted-chicken-one,pan roast chicken for one,6 baby carrots
http://www.pbs.org/food/recipes/pan-roasted-chicken-one,pan roast chicken for one,1/2 tablespoon olive oil
http://www.pbs.org/food/recipes/pan-roasted-chicken-one,pan roast chicken for one,1 tablespoon butter (room temperature)
http://www.pbs.org/food/recipes/pan-roasted-chicken-one,pan roast chicken for one,black pepper
http://www.pbs.org/food/recipes/pumpkin-spice-chewy-snickerdoodles,pumpkin-spice chewy snickerdoodles,2 1/4 cups all-purpose flour 
http://www.pbs.org/food/recipes/pumpkin-spice-chewy-snickerdoodles,pumpkin-spice chewy snickerdoodles,1 teaspoon baking powder 
http://www.pbs.org/food/recipes/pumpkin-spice-chewy-snickerdoodles,pumpkin-spice chewy snickerdoodles,1/2 teaspoon baking soda 
http://www.pbs.org/food/recipes/pumpkin-spice-chewy-snickerdoodles,pumpkin-spice chewy snickerdoodles,1/2 teaspoon fine-grain sea salt 
http://www.pbs.org/food/recipes/pumpkin-spice-chewy-snickerdoodles,pumpkin-spice chewy snickerdoodles,1 1/2 teaspoons pumpkin pie spice  (see below)
http://www.pbs.org/food/recipes/pumpkin-spice-chewy-snickerdoodles,pumpkin-spice chewy snickerdoodles,1 1/2 cups sugar 
http://www.pbs.org/food/recipes/pumpkin-spice-chewy-snickerdoodles,pumpkin-spice chewy snickerdoodles,"2 ounces cream cheese, at room temperature "
http://www.pbs.org/food/recipes/pumpkin-spice-chewy-snickerdoodles,pumpkin-spice chewy snickerdoodles,"6 tablespoons unsalted butter, melted and warm "
http://www.pbs.org/food/recipes/pumpkin-spice-chewy-snickerdoodles,pumpkin-spice chewy snickerdoodles,1/3 cup vegetable oil 
http://www.pbs.org/food/recipes/pumpkin-spice-chewy-snickerdoodles,pumpkin-spice chewy snickerdoodles,1 large egg 
http://www.pbs.org/food/recipes/pumpkin-spice-chewy-snickerdoodles,pumpkin-spice chewy snickerdoodles,2 tablespoons milk 
http://www.pbs.org/food/recipes/pumpkin-spice-chewy-snickerdoodles,pumpkin-spice chewy snickerdoodles,1 teaspoon pure vanilla extract  
http://www.pbs.org/food/recipes/pumpkin-spice-chewy-snickerdoodles,pumpkin-spice chewy snickerdoodles,sugar and spice coating:  
http://www.pbs.org/food/recipes/pumpkin-spice-chewy-snickerdoodles,pumpkin-spice chewy snickerdoodles,1/4 cup sugar 
http://www.pbs.org/food/recipes/pumpkin-spice-chewy-snickerdoodles,pumpkin-spice chewy snickerdoodles,1 teaspoon pumpkin pie spice (see below)
http://www.pbs.org/food/recipes/pumpkin-spice-chewy-snickerdoodles,pumpkin-spice chewy snickerdoodles,pumpkin pie spice
http://www.pbs.org/food/recipes/pumpkin-spice-chewy-snickerdoodles,pumpkin-spice chewy snickerdoodles,2 tablespoons ground cinnamon
http://www.pbs.org/food/recipes/pumpkin-spice-chewy-snickerdoodles,pumpkin-spice chewy snickerdoodles,3 teaspoons ground ginger
http://www.pbs.org/food/recipes/pumpkin-spice-chewy-snickerdoodles,pumpkin-spice chewy snickerdoodles,2 teaspoons freshly grated nutmeg
http://www.pbs.org/food/recipes/pumpkin-spice-chewy-snickerdoodles,pumpkin-spice chewy snickerdoodles,1/2 teaspoon ground allspice
http://www.pbs.org/food/recipes/pumpkin-spice-chewy-snickerdoodles,pumpkin-spice chewy snickerdoodles,1/2 teaspoon ground cloves
http://www.pbs.org/food/recipes/pumpkin-spice-chewy-snickerdoodles,pumpkin-spice chewy snickerdoodles,1/8 teaspoon cardamom
http://www.pbs.org/food/recipes/pumpkin-spice-chewy-snickerdoodles,pumpkin-spice chewy snickerdoodles,dash of pepper
http://www.pbs.org/food/recipes/buttercup-squash-fries-sage-aioli,buttercup squash fries with sage aioli,buttercup squash fries
http://www.pbs.org/food/recipes/buttercup-squash-fries-sage-aioli,buttercup squash fries with sage aioli,1 medium-sized buttercup squash (about 3 to 4 pounds)
http://www.pbs.org/food/recipes/buttercup-squash-fries-sage-aioli,buttercup squash fries with sage aioli,about 3 tbsp. olive oil (add 1 tbsp for greasing pan if you aren’t using parchment paper)
http://www.pbs.org/food/recipes/buttercup-squash-fries-sage-aioli,buttercup squash fries with sage aioli,1/4 tsp salt
http://www.pbs.org/food/recipes/buttercup-squash-fries-sage-aioli,buttercup squash fries with sage aioli,optional coating for the fries
http://www.pbs.org/food/recipes/buttercup-squash-fries-sage-aioli,buttercup squash fries with sage aioli,2 1/2 tbsp cornstarch
http://www.pbs.org/food/recipes/buttercup-squash-fries-sage-aioli,buttercup squash fries with sage aioli,2 tsp cornmeal
http://www.pbs.org/food/recipes/buttercup-squash-fries-sage-aioli,buttercup squash fries with sage aioli,sage aioli
http://www.pbs.org/food/recipes/buttercup-squash-fries-sage-aioli,buttercup squash fries with sage aioli,1 raw egg yolk at room temperature
http://www.pbs.org/food/recipes/buttercup-squash-fries-sage-aioli,buttercup squash fries with sage aioli,1 tsp lemon juice 
http://www.pbs.org/food/recipes/buttercup-squash-fries-sage-aioli,buttercup squash fries with sage aioli,1 tsp vinegar
http://www.pbs.org/food/recipes/buttercup-squash-fries-sage-aioli,buttercup squash fries with sage aioli,1/2 tsp dijon mustard
